ID,Probe_Id,Definition,Ontology_Component,Ontology_Process,Ontology_Function,Chromosome,Probe_Coordinates,Cytoband,Probe_Chr_Orientation,RefSeq_ID,Entrez_Gene_ID,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
WDR66,ILMN_1800341,"Homo sapiens WD repeat domain 66 (WDR66), mRNA.",,,calcium ion binding [goid 5509] [evidence IEA],12,120923859-120923887:120925941-120925961,12q24.31b-q24.31c,+,NM_144668.3,144406,WDR66,2.5108526606286397,7.2986943411115766,8.60309340529307,3.723045777301712e-14,2.7200430060263915e-13,21.312231461651983
ALPP,ILMN_1693789,"Homo sapiens alkaline phosphatase, placental (Regan isozyme) (ALPP), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],metabolism [goid 8152] [evidence IEA],alkaline phosphatase activity [goid 4035] [pmid 3042787] [evidence NAS]; magnesium ion binding [goid 287] [evidence IEA]; zinc ion binding [goid 8270] [evidence IEA]; hydrolase activity [goid 16787] [evidence IEA],2,232955647-232955696,2q37.1c,+,NM_001632.2,250,ALPP,1.8347594747730653,12.687252752311446,8.598261210275211,3.820931292820781e-14,2.785291666315485e-13,21.286496663980813
TNNI3,ILMN_1768637,"Homo sapiens troponin I type 3 (cardiac) (TNNI3), mRNA.",troponin complex [goid 5861] [pmid 12809519] [evidence TAS],negative regulation of angiogenesis [goid 16525] [pmid 12809519] [evidence TAS]; regulation of muscle contraction [goid 6937] [pmid 12809519] [evidence TAS],protein binding [goid 5515] [pmid 12809519] [evidence IPI]; actin binding [goid 3779] [pmid 12809519] [evidence TAS]; calcium channel inhibitor activity [goid 19855] [pmid 12809519] [evidence IPI],19,60355059-60355097:60357210-60357220,19q13.42b,-,NM_000363.3,7137,TNNI3,1.2012700665161624,5.839712012270838,8.595327562165439,3.881603513702301e-14,2.828460899943506e-13,21.27087457181069
ZNF641,ILMN_1731666,"Homo sapiens zinc finger protein 641 (ZNF641), mRNA.",nucleus [goid 5634] [evidence IEA]; intracellular [goid 5622] [evidence IEA],"regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]",zinc ion binding [goid 8270] [evidence IEA]; metal ion binding [goid 46872] [evidence IEA]; nucleic acid binding [goid 3676] [evidence IEA],12,47022350-47022399,12q13.11c,-,NM_152320.1,121274,ZNF641,1.1780083512206714,7.588039667777986,8.593052761944712,3.9293091180474103e-14,2.8610832647665843e-13,21.258761783954437
SULT1C1,ILMN_1766079,"Homo sapiens sulfotransferase family, cytosolic, 1C, member 2 (SULT1C2), transcript variant 1, mRNA.",cytoplasm [goid 5737] [pmid 9169148] [evidence TAS]; cytoplasm [goid 5737] [pmid 9169148] [evidence TAS],amine metabolism [goid 9308] [pmid 9169148] [evidence TAS]; amine metabolism [goid 9308] [pmid 9169148] [evidence TAS],transferase activity [goid 16740] [evidence IEA]; sulfotransferase activity [goid 8146] [pmid 9169148] [evidence TAS]; transferase activity [goid 16740] [evidence IEA]; sulfotransferase activity [goid 8146] [pmid 9169148] [evidence TAS],2,108283737-108283786,2q12.3c,+,NM_001056.3,6819,SULT1C1,1.2342000469078194,5.888760734185779,8.583373361808402,4.13891094871309e-14,3.0058397255189924e-13,21.207229489242827
FLJ20130,ILMN_1756550,"Homo sapiens nucleoporin 62kDa C-terminal like (NUP62CL), mRNA.",integral to membrane [goid 16021] [evidence IEA]; nuclear pore [goid 5643] [evidence IEA]; outer membrane [goid 19867] [evidence IEA],,structural constituent of nuclear pore [goid 17056] [evidence IEA]; porin activity [goid 15288] [evidence IEA],X,106253395-106253444,Xq22.3b,-,NM_017681.1,54830,FLJ20130,1.393274239132733,6.807659783537216,8.582056853373464,4.16826605701615e-14,3.0260307049537886e-13,21.200221550482205
CCDC47,ILMN_1804522,"Homo sapiens coiled-coil domain containing 47 (CCDC47), mRNA.",,,,17,59176735-59176784,17q23.3b,-,NM_020198.1,57003,CCDC47,1.1410325270815562,6.8721950433744405,8.577861704058925,4.2631977338265444e-14,3.0926436278335897e-13,21.177891911316703
UGT8,ILMN_1758816,"Homo sapiens UDP glycosyltransferase 8 (UDP-galactose ceramide galactosyltransferase) (UGT8), mRNA.",microsome [goid 5792] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA]; endoplasmic reticulum [goid 5783] [evidence IEA],metabolism [goid 8152] [evidence IEA]; peripheral nervous system development [goid 7422] [pmid 8661025] [evidence TAS]; glycosphingolipid biosynthesis [goid 6688] [evidence NR ]; central nervous system development [goid 7417] [pmid 8661025] [evidence TAS],"2-hydroxyacylsphingosine 1-beta-galactosyltransferase activity [goid 3851] [evidence IEA]; transferase activity, transferring hexosyl groups [goid 16758] [evidence IEA]",4,115816633-115816682,4q26b,+,NM_003360.2,7368,UGT8,1.1238115833006015,5.813414113412498,8.577606823907317,4.269034254619965e-14,3.09572506331485e-13,21.176535335302816
TRIM51,ILMN_1753648,"Homo sapiens SPRY domain containing 5 (SPRYD5), mRNA.",,,,11,55415610-55415659,11q11c,+,NM_032681.1,84767,TRIM51,1.0644361769070674,6.295252424400021,8.565989239667221,4.543682648106817e-14,3.2887688112318477e-13,21.11471178800391
MCHR2,ILMN_2383150,"Homo sapiens melanin-concentrating hormone receptor 2 (MCHR2), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA]; membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],G-protein coupled receptor protein signaling pathway [goid 7186] [evidence IEA]; signal transduction [goid 7165] [evidence IEA]; signal transduction [goid 7165] [evidence IEA]; G-protein coupled receptor protein signaling pathway [goid 7186] [evidence IEA],receptor activity [goid 4872] [evidence IEA]; rhodopsin-like receptor activity [goid 1584] [evidence IEA]; rhodopsin-like receptor activity [goid 1584] [evidence IEA]; receptor activity [goid 4872] [evidence IEA],6,,6q16.3a,-,NM_032503.1,84539,MCHR2,1.2174611011074763,6.322169607278392,8.559871186740938,4.6953165252227403e-14,3.39222256188228e-13,21.08216213718608
IL18,ILMN_1778457,"Homo sapiens interleukin 18 (interferon-gamma-inducing factor) (IL18), mRNA.",extracellular space [goid 5615] [evidence IEA],granulocyte macrophage colony-stimulating factor biosynthesis [goid 42253] [pmid 10653850] [evidence TAS]; interferon-gamma biosynthesis [goid 42095] [pmid 10227975] [evidence TAS]; interleukin-2 biosynthesis [goid 42094] [pmid 10653850] [evidence TAS]; immune response [goid 6955] [pmid 8999896] [evidence TAS]; interleukin-13 biosynthesis [goid 42231] [pmid 10227975] [evidence TAS]; induction of apoptosis via death domain receptors [goid 8625] [pmid 11714750] [evidence ISS]; cell-cell signaling [goid 7267] [pmid 9792649] [evidence TAS]; T-helper 2 type immune response [goid 42092] [pmid 11905033] [evidence TAS]; angiogenesis [goid 1525] [pmid 11466388] [evidence IDA]; positive regulation of activated T cell proliferation [goid 42104] [pmid 10000000] [evidence IDA]; regulation of cell adhesion [goid 30155] [pmid 11477102] [evidence IDA]; sleep [goid 30431] [pmid 11506998] [evidence ISS]; chemokine biosynthesis [goid 42033] [pmid 11598150] [evidence TAS],signal transducer activity [goid 4871] [pmid 8999896] [evidence TAS]; interleukin-1 receptor binding [goid 5149] [evidence IEA],11,111519243-111519292,11q23.1c,-,NM_001562.2,3606,IL18,1.0153610175979555,14.0625129311763,8.558448937903922,4.731281935897482e-14,3.4156735280089824e-13,21.074596179844697
TMSL8,ILMN_1681737,"Homo sapiens thymosin-like 8 (TMSL8), mRNA.",cytoskeleton [goid 5856] [evidence IEA]; cytoplasm [goid 5737] [evidence NAS],cytoskeleton organization and biogenesis [goid 7010] [evidence IEA],actin binding [goid 3779] [evidence IEA],X,101655524-101655573,Xq22.1e,-,NM_021992.2,11013,TMSL8,-2.148614195420759,6.709824763065547,-8.548390888856385,4.9935746308492446e-14,3.6010289297593465e-13,21.021098665772765
ARRDC4,ILMN_1660544,"Homo sapiens arrestin domain containing 4 (ARRDC4), mRNA.",,,,15,96317363-96317412,15q26.3a,+,NM_183376.1,91947,ARRDC4,-1.088981272146797,6.622959956476596,-8.544837449191633,5.089659847317425e-14,3.6676043685273677e-13,21.002201903456342
SLC4A11,ILMN_1735156,"Homo sapiens solute carrier family 4, sodium bicarbonate transporter-like, member 11 (SLC4A11), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],anion transport [goid 6820] [evidence IEA],inorganic anion exchanger activity [goid 5452] [evidence IEA],20,3156309-3156358,20p13c,-,NM_032034.1,83959,SLC4A11,1.4527455822149884,6.429091060047803,8.54230006469367,5.1593949144822335e-14,3.713735127768242e-13,20.98870953481927
ZNF486,ILMN_1805668,"PREDICTED: Homo sapiens zinc finger protein 486 (ZNF486), mRNA.",,,,19,20171476-20171525,19p12d,+,XM_371152.2,90649,ZNF486,1.4627725021909157,13.630493030308827,8.53772211390822,5.2876252703615785e-14,3.801822080922338e-13,20.964368991828792
ENTPD4,ILMN_1806304,"Homo sapiens ectonucleoside triphosphate diphosphohydrolase 4 (ENTPD4), mRNA.",membrane [goid 16020] [evidence IEA]; integral to Golgi membrane [goid 30173] [pmid 9556635] [evidence IDA]; integral to membrane [goid 16021] [evidence IEA]; lysosome [goid 5764] [evidence IEA]; vacuole [goid 5773] [evidence IEA],UDP catabolism [goid 6256] [pmid 9556635] [evidence IDA],calcium ion binding [goid 5509] [evidence IEA]; uridine-diphosphatase activity [goid 45134] [pmid 9556635] [evidence IDA]; magnesium ion binding [goid 287] [evidence IEA]; hydrolase activity [goid 16787] [evidence IEA],8,23346502-23346551,8p21.3a,-,NM_004901.1,9583,ENTPD4,1.011090007801707,7.75826687032126,8.534416328928899,5.382189353034726e-14,3.8669601601726267e-13,20.946794359218114
LOC441087,ILMN_1742163,"Homo sapiens hypothetical gene supported by AK125735 (LOC441087), mRNA.",,,,5,75064202-75064251,5q13.3c,+,NM_001013716.1,441087,LOC441087,1.250683402490008,14.291350268535949,8.528073146382164,5.568378921891548e-14,3.9957485016658304e-13,20.91307645451497
COL17A1,ILMN_1651282,"Homo sapiens collagen, type XVII, alpha 1 (COL17A1), transcript variant short, mRNA.",intercellular junction [goid 5911] [pmid 9012408] [evidence TAS]; microsome [goid 5792] [evidence IEA]; extracellular matrix (sensu Metazoa) [goid 5578] [evidence IEA]; membrane [goid 16020] [evidence IEA]; cytoplasm [goid 5737] [evidence IEA]; integral to plasma membrane [goid 5887] [pmid 9012408] [evidence TAS],electron transport [goid 6118] [evidence IEA]; cell-matrix adhesion [goid 7160] [pmid 9012408] [evidence TAS]; epidermis development [goid 8544] [pmid 9012408] [evidence TAS]; phosphate transport [goid 6817] [evidence IEA],monooxygenase activity [goid 4497] [evidence IEA]; structural molecule activity [goid 5198] [evidence IEA]; iron ion binding [goid 5506] [evidence IEA]; heme binding [goid 20037] [evidence IEA],10,105781170-105781219,10q25.1a,-,NM_130778.1,1308,COL17A1,1.8554039818575276,6.73549056756727,8.52803074577711,5.569644819360736e-14,3.9957485016658304e-13,20.912851089355158
SELE,ILMN_1739393,"Homo sapiens selectin E (endothelial adhesion molecule 1) (SELE), mRNA.",plasma membrane [goid 5886] [pmid 2466335] [evidence TAS]; membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA]; plasma membrane [goid 5886] [pmid 2466335] [evidence TAS]; membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],cell adhesion [goid 7155] [evidence IEA]; inflammatory response [goid 6954] [pmid 2466335] [evidence TAS]; cell adhesion [goid 7155] [evidence IEA]; inflammatory response [goid 6954] [pmid 2466335] [evidence TAS],sugar binding [goid 5529] [evidence IEA]; protein binding [goid 5515] [evidence IEA]; sugar binding [goid 5529] [evidence IEA]; protein binding [goid 5515] [evidence IEA],1,167958962-167959011,1q24.2c,-,NM_000450.1,6401,SELE,-1.0677656575159,5.759073503379353,-8.521312824630229,5.773873600968278e-14,4.1255565498667733e-13,20.87714776884936
HSPB7,ILMN_2200836,"Homo sapiens heat shock 27kDa protein family, member 7 (cardiovascular) (HSPB7), mRNA.",,protein folding [goid 6457] [evidence IEA]; response to unfolded protein [goid 6986] [pmid 10593960] [evidence TAS],protein C-terminus binding [goid 8022] [pmid 10593960] [evidence TAS],1,16213331-16213380,1p36.13f,-,NM_014424.3,27129,HSPB7,-1.1766620445668625,6.589003619270018,-8.52007776781784,5.812223120285273e-14,4.14839441387394e-13,20.870584619112343
MMP28,ILMN_1752952,"Homo sapiens matrix metallopeptidase 28 (MMP28), transcript variant 3, mRNA.",extracellular matrix (sensu Metazoa) [goid 5578] [pmid 11121398] [evidence NAS]; extracellular matrix (sensu Metazoa) [goid 5578] [pmid 11121398] [evidence NAS],peptidoglycan metabolism [goid 270] [evidence IEA]; peptidoglycan metabolism [goid 270] [evidence IEA],zinc ion binding [goid 8270] [evidence IEA]; metalloendopeptidase activity [goid 4222] [pmid 11255011] [evidence TAS]; calcium ion binding [goid 5509] [evidence IEA]; zinc ion binding [goid 8270] [evidence IEA]; metalloendopeptidase activity [goid 4222] [pmid 11255011] [evidence TAS]; calcium ion binding [goid 5509] [evidence IEA],17,31130376-31130425,17q12b,-,NM_001032278.1,79148,MMP28,-1.370020927703031,7.623031524609821,-8.518245527058475,5.869583175660898e-14,4.1878003726749397e-13,20.860848424586106
NLRP8,ILMN_2075794,"Homo sapiens NLR family, pyrin domain containing 8 (NLRP8), mRNA.",,,transferase activity [goid 16740] [evidence IEA],19,61191460-61191509,19q13.42c,+,NM_176811.2,126205,NLRP8,2.0352846858039175,13.09804385804249,8.517150383946145,5.90413632759311e-14,4.2109112863525525e-13,20.855029272056655
LOC338758,ILMN_1795835,"PREDICTED: Homo sapiens hypothetical protein LOC338758 (LOC338758), mRNA.",,,,12,88628314-88628363,12q21.33b,+,XM_931359.1,338758,LOC338758,-1.262427831205473,8.688652887542093,-8.510676204642609,6.112580368738114e-14,4.3532027954993474e-13,20.820631732247072
LOC652334,ILMN_1724017,"PREDICTED: Homo sapiens similar to protein immuno-reactive with anti-PTH polyclonal antibodies (LOC652334), mRNA.",,,,,,,,XM_941763.1,652334,LOC652334,1.232952325298636,6.201585326271364,8.507871935090828,6.205125270342418e-14,4.4142703867331877e-13,20.805734497510432
DEFA1,ILMN_1679357,"Homo sapiens defensin, alpha 1 (DEFA1), mRNA.",extracellular region [goid 5576] [evidence IEA]; extracellular region [goid 5576] [evidence IEA],response to virus [goid 9615] [evidence IEA]; xenobiotic metabolism [goid 6805] [evidence IEA]; response to virus [goid 9615] [evidence IEA]; xenobiotic metabolism [goid 6805] [evidence IEA],,8,6823476-6823525,8p23.1f,-,NM_004084.2,1667,DEFA1,-2.2177801870490894,5.874646940461779,-8.507683339234624,6.211399011967212e-14,4.417120793729238e-13,20.804732654412607
SFTPB,ILMN_1727017,"Homo sapiens surfactant, pulmonary-associated protein B (SFTPB), transcript variant 2, mRNA.",extracellular space [goid 5615] [evidence NR ]; lysosome [goid 5764] [evidence IEA],regulation of liquid surface tension [goid 50828] [evidence IEA]; sphingolipid metabolism [goid 6665] [evidence IEA]; respiratory gaseous exchange [goid 7585] [pmid 10378403] [evidence TAS]; lipid metabolism [goid 6629] [evidence IEA],,2,85738216-85738265,2p11.2f,-,NM_198843.1,6439,SFTPB,-1.585579148515892,10.492351774254693,-8.50502741855464,6.300422990167204e-14,4.4755283253156385e-13,20.79062466208983
SLC35E1,ILMN_1752333,"Homo sapiens solute carrier family 35, member E1 (SLC35E1), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA]; membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],transport [goid 6810] [evidence IEA]; transport [goid 6810] [evidence IEA],,19,16524097-16524146,19p13.11f,-,NM_024881.3,79939,SLC35E1,1.1065626298747677,11.02160818221487,8.502492373548346,6.386579442831158e-14,4.5304159345859227e-13,20.77715973797618
RNUXA,ILMN_1728074,"Homo sapiens RNA U, small nuclear RNA export adaptor (phosphorylation regulated) (RNUXA), mRNA.",nucleus [goid 5634] [evidence IEA]; nucleus [goid 5634] [evidence IEA],protein transport [goid 15031] [evidence IEA]; protein transport [goid 15031] [evidence IEA],RNA binding [goid 3723] [evidence IEA]; RNA binding [goid 3723] [evidence IEA],5,125988351-125988400,5q23.2e,+,NM_032177.2,51808,RNUXA,1.0911867021211865,8.636412664320398,8.502483061040216,6.386898091002898e-14,4.5304159345859227e-13,20.777110276250994
CABYR,ILMN_2412139,"Homo sapiens calcium binding tyrosine-(Y)-phosphorylation regulated (fibrousheathin 2) (CABYR), transcript variant 2, mRNA.",nucleus [goid 5634] [evidence IEA]; cytoskeleton [goid 5856] [evidence IEA],signal transduction [goid 7165] [evidence IEA],cAMP-dependent protein kinase regulator activity [goid 8603] [evidence IEA]; structural molecule activity [goid 5198] [evidence IEA]; calcium ion binding [goid 5509] [evidence IEA],18,19993964-19994013,18q11.2c,+,NM_153768.1,26256,CABYR,1.5365495856696159,6.203978453350434,8.50141970057465,6.423387580653612e-14,4.552917679484744e-13,20.771462512698317
TDRD1,ILMN_1809750,"Homo sapiens tudor domain containing 1 (TDRD1), mRNA.",,,nucleic acid binding [goid 3676] [evidence IEA],10,115981532-115981581,10q25.3a,+,NM_198795.1,56165,TDRD1,2.0117942960371877,9.667515571658827,8.500855812286877,6.442821657735394e-14,4.565032000035424e-13,20.768467635236068
VSIG2,ILMN_1666536,"Homo sapiens V-set and immunoglobulin domain containing 2 (VSIG2), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],,,11,124123562-124123611,11q24.2a,-,NM_014312.3,23584,VSIG2,-2.076369922204517,9.88987795302857,-8.500650705641778,6.449905041017454e-14,4.568389666456745e-13,20.767378301432206
MAOA,ILMN_1663640,"Homo sapiens monoamine oxidase A (MAOA), nuclear gene encoding mitochondrial protein, mRNA.",integral to membrane [goid 16021] [evidence IEA]; membrane [goid 16020] [evidence NR ]; mitochondrion [goid 5739] [evidence IEA],catecholamine metabolism [goid 6584] [evidence IEA]; electron transport [goid 6118] [evidence IEA]; behavior [goid 7610] [pmid 8211186] [evidence TAS]; neurotransmitter catabolism [goid 42135] [evidence IEA],amine oxidase activity [goid 8131] [evidence IEA]; oxidoreductase activity [goid 16491] [evidence IEA],X,43490870-43490919,Xp11.3c,+,NM_000240.2,4128,MAOA,-1.0325982752893488,12.168107765556966,-8.494814993119856,6.654721912840374e-14,4.698089002597634e-13,20.736387136081404
TYMS,ILMN_1806040,"Homo sapiens thymidylate synthetase (TYMS), mRNA.",,"dTMP biosynthesis [goid 6231] [evidence IEA]; deoxyribonucleoside monophosphate biosynthesis [goid 9157] [pmid 2987839] [evidence TAS]; phosphoinositide-mediated signaling [goid 48015] [pmid 15504738] [evidence NAS]; DNA replication [goid 6260] [pmid 15504738] [evidence NAS]; nucleobase, nucleoside, nucleotide and nucleic acid metabolism [goid 6139] [pmid 2987839] [evidence TAS]; DNA repair [goid 6281] [pmid 15504738] [evidence NAS]; nucleotide biosynthesis [goid 9165] [evidence IEA]",transferase activity [goid 16740] [evidence IEA]; thymidylate synthase activity [goid 4799] [evidence IEA]; methyltransferase activity [goid 8168] [evidence IEA],18,663033-663082,18p11.32c,+,NM_001071.1,7298,TYMS,1.2285827632743018,8.094908392699876,8.493702737303698,6.694487062242786e-14,4.723007928651001e-13,20.730480967765157
LOC644931,ILMN_1731922,"PREDICTED: Homo sapiens hypothetical LOC644931 (LOC644931), mRNA.",,,,17,17526414-17526463,17p11.2g,-,XM_932522.1,644931,LOC644931,1.3515295472175008,7.719082287540561,8.483278734699093,7.078848502163107e-14,4.972291386613127e-13,20.675137775530064
GNL3L,ILMN_1708414,"Homo sapiens guanine nucleotide binding protein-like 3 (nucleolar)-like (GNL3L), mRNA.",,,GTP binding [goid 5525] [evidence IEA],X,54605704-54605753,Xp11.22a,+,NM_019067.3,54552,GNL3L,1.2539543709209617,10.485572608565436,8.482826891258282,7.095996912496248e-14,4.982540534774393e-13,20.672739217839975
LOC653388,ILMN_1770498,"PREDICTED: Homo sapiens similar to SMA4 (LOC653388), mRNA.",,,,5,69847861-69847910,,-,XM_931940.1,653388,LOC653388,1.5838261571933625,6.983454732543095,8.482235194934725,7.118515562872911e-14,4.996551719833526e-13,20.669598314541606
LOC642947,ILMN_2049343,"Homo sapiens hypothetical protein LOC642947 (LOC642947), mRNA.",,,,9,79000381-79000430,9q21.13c,+,NM_001039895.1,642947,LOC642947,1.0437769387062534,14.268307250952356,8.481455824389093,7.148285238629699e-14,5.015640542841184e-13,20.665461260905875
FLJ32130,ILMN_1676459,"Homo sapiens hypothetical protein FLJ32130 (FLJ32130), mRNA.",nucleus [goid 5634] [evidence IEA],"regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]",zinc ion binding [goid 8270] [evidence IEA]; DNA binding [goid 3677] [evidence IEA],16,30499600-30499649,16p11.2c,-,NM_152458.4,146540,FLJ32130,1.2474033882084452,6.11832073071275,8.48027480688996,7.193632933075142e-14,5.043826473586511e-13,20.659192361657617
ANKRD36,ILMN_2280568,"Homo sapiens ankyrin repeat domain 36 (ANKRD36), mRNA.",,,catalytic activity [goid 3824] [evidence IEA]; catalytic activity [goid 3824] [evidence IEA],2,97143180-97143203:97143204-97143229,2q11.2b,+,NM_198555.3,375248,ANKRD36,1.1566245976831402,5.95816394539689,8.479514167921812,7.222990743110323e-14,5.06076859509186e-13,20.655154964868103
B3Gn-T6,ILMN_1680081,"Homo sapiens beta-1,3-N-acetylglucosaminyltransferase protein (B3Gn-T6), mRNA.",membrane [goid 16020] [pmid 11821425] [evidence NAS],"protein amino acid glycosylation [goid 6486] [evidence IEA]; O-glycan processing, core 3 [goid 16269] [pmid 11821425] [evidence NAS]","beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity [goid 47223] [pmid 11821425] [evidence NAS]; transferase activity, transferring glycosyl groups [goid 16757] [evidence IEA]; galactosyltransferase activity [goid 8378] [pmid 11821425] [evidence IDA]",11,76430231-76430280,11q13.5c,+,NM_138706.2,192134,B3Gn-T6,1.8148606911916012,5.813273174578888,8.477985721411496,7.282344029050426e-14,5.100520251834923e-13,20.647042387745735
ALDOB,ILMN_1747716,"Homo sapiens aldolase B, fructose-bisphosphate (ALDOB), mRNA.",cytoplasm [goid 5737] [pmid 3383242] [evidence TAS],glycolysis [goid 6096] [pmid 3383242] [evidence TAS]; fructose metabolism [goid 6000] [pmid 3383242] [evidence TAS],lyase activity [goid 16829] [evidence IEA]; fructose-bisphosphate aldolase activity [goid 4332] [pmid 3383242] [evidence TAS],9,103223911-103223911:103223912-103223960,9q31.1b,-,NM_000035.2,229,ALDOB,1.1813355809259152,6.2517092395874885,8.473117312949016,7.474650247983445e-14,5.227694188153533e-13,20.621204579312852
EFNB2,ILMN_1703852,"Homo sapiens ephrin-B2 (EFNB2), mRNA.",plasma membrane [goid 5886] [pmid 8660976] [evidence TAS]; integral to plasma membrane [goid 5887] [pmid 8660976] [evidence TAS]; membrane [goid 16020] [evidence IEA],morphogenesis [goid 9653] [pmid 9630219] [evidence TAS]; cell differentiation [goid 30154] [evidence IEA]; cell-cell signaling [goid 7267] [pmid 8559144] [evidence TAS],ephrin receptor binding [goid 46875] [pmid 8559144] [evidence TAS],13,105940388-105940437,13q33.3a,-,NM_004093.2,1948,EFNB2,-1.1365015762456991,10.191571640064678,-8.46063777344779,7.99099484369115e-14,5.568831707057298e-13,20.55498924898083
BMP8B,ILMN_2123415,"Homo sapiens bone morphogenetic protein 8b (osteogenic protein 2) (BMP8B), mRNA.",extracellular region [goid 5576] [evidence IEA]; extracellular space [goid 5615] [evidence IEA],ossification [goid 1503] [evidence IEA]; cell differentiation [goid 30154] [evidence IEA]; growth [goid 40007] [evidence IEA]; cartilage development [goid 51216] [evidence IEA],cytokine activity [goid 5125] [evidence IEA]; growth factor activity [goid 8083] [evidence IEA],1,39996519-39996568,1p34.2d,-,NM_001720.3,656,BMP8B,1.2802925555991038,6.374015854087112,8.452755856663883,8.335243187084017e-14,5.798365351671977e-13,20.51318083803295
CTSW,ILMN_1794364,"Homo sapiens cathepsin W (lymphopain) (CTSW), mRNA.",,immune response [goid 6955] [pmid 9823953] [evidence TAS],cysteine-type endopeptidase activity [goid 4197] [evidence IEA],11,65407706-65407755,11q13.1d,+,NM_001335.2,1521,CTSW,-1.0373426985575147,7.320398847529818,-8.44996359004471,8.460704661732585e-14,5.87724885325702e-13,20.498371992281104
PPBP,ILMN_1767281,"Homo sapiens pro-platelet basic protein (chemokine (C-X-C motif) ligand 7) (PPBP), mRNA.",extracellular region [goid 5576] [evidence IEA]; extracellular space [goid 5615] [evidence IEA],immune response [goid 6955] [evidence IEA]; chemotaxis [goid 6935] [evidence IEA]; cell proliferation [goid 8283] [evidence IEA]; glucose transport [goid 15758] [pmid 4005226] [evidence TAS],glucose transporter activity [goid 5355] [pmid 4005226] [evidence TAS]; growth factor activity [goid 8083] [evidence IEA]; chemokine activity [goid 8009] [evidence IEA],4,75071933-75071955:75072098-75072124,4q13.3d,-,NM_002704.2,5473,PPBP,-1.4142640043377295,5.508765436443204,-8.447058411553238,8.593234324301821e-14,5.965057741682258e-13,20.482965597274116
ROPN1L,ILMN_1696466,"Homo sapiens ropporin 1-like (ROPN1L), mRNA.",,,,5,10514353-10514402,5p15.2c,+,NM_031916.2,83853,ROPN1L,-2.4024918773710304,7.2394862341613475,-8.444777305469271,8.698740806724981e-14,6.036145463640892e-13,20.470869625496153
HSD3B7,ILMN_1653042,"Homo sapiens hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7 (HSD3B7), mRNA.",integral to membrane [goid 16021] [evidence IEA]; membrane [goid 16020] [evidence IEA]; endoplasmic reticulum [goid 5783] [evidence IEA],steroid biosynthesis [goid 6694] [evidence IEA]; bile acid biosynthesis [goid 6699] [pmid 11067870] [evidence TAS]; C21-steroid hormone biosynthesis [goid 6700] [evidence IEA],oxidoreductase activity [goid 16491] [evidence IEA]; steroid delta-isomerase activity [goid 4769] [evidence IEA]; 3-beta-hydroxy-delta5-steroid dehydrogenase activity [goid 3854] [pmid 11067870] [evidence NAS],16,30907561-30907610,16p11.2c,+,NM_025193.2,80270,HSD3B7,1.0724349771647619,8.260328156411129,8.435540959248517,9.139282022258769e-14,6.330569150505229e-13,20.421900520641366
MGC34647,ILMN_1713686,"Homo sapiens chromosome 16 open reading frame 77 (C16orf77), mRNA.",,,,16,69251743-69251792,16q22.1f,+,NM_152456.1,146433,MGC34647,-1.0458398044879909,6.140011304605521,-8.433010457588738,9.263805287419837e-14,6.407711963982092e-13,20.40848666966877
SESN2,ILMN_1751598,"Homo sapiens sestrin 2 (SESN2), mRNA.",nucleus [goid 5634] [evidence IEA]; cytoplasm [goid 5737] [pmid 11256614] [evidence IDA],cell cycle arrest [goid 7050] [evidence IEA],,1,28481249-28481298,1p35.3b,+,NM_031459.3,83667,SESN2,1.0051541134551192,6.1964518071724575,8.423445195621651,9.74994314280956e-14,6.720114684741573e-13,20.357791544609707
